Filename,Filename2,Height_cm,Weight_kg,BMI,Age
D:\FBI CELEBS\Celeb-FBI Dataset\441_5.8h_75w_male_36a.png,441_5.8h_75w_male_36a.png,172.72,75,25.14062122,36
D:\FBI CELEBS\Celeb-FBI Dataset\442_6.3h_88w_male_48a.png,442_6.3h_88w_male_48a.png,190.5,88,24.24893739,48
D:\FBI CELEBS\Celeb-FBI Dataset\444_6.4h_86w_male_36a.png,444_6.4h_86w_male_36a.png,193.04,86,23.078301,36
D:\FBI CELEBS\Celeb-FBI Dataset\445_6h_88w_male_39a.png,445_6h_88w_male_39a.png,182.88,88,26.31178102,39
D:\FBI CELEBS\Celeb-FBI Dataset\446_6h_76w_male_35a.png,446_6h_76w_male_35a.png,182.88,76,22.72381088,35
D:\FBI CELEBS\Celeb-FBI Dataset\447_6.3h_93w_male_47a.png,447_6.3h_93w_male_47a.png,190.5,93,25.62671792,47
D:\FBI CELEBS\Celeb-FBI Dataset\448_6.2h_84w_male_33a.png,448_6.2h_84w_male_33a.png,187.96,84,23.77652673,33
D:\FBI CELEBS\Celeb-FBI Dataset\449_5.10h_60w_female_34a.png,449_5.10h_60w_female_34a.png,154.94,60,24.99333136,34
D:\FBI CELEBS\Celeb-FBI Dataset\450_6.5h_91w_male_31a.png,450_6.5h_91w_male_31a.png,195.58,91,23.7898941,31
D:\FBI CELEBS\Celeb-FBI Dataset\451_5.10h_72w_male_46a.png,451_5.10h_72w_male_46a.png,154.94,72,29.99199764,46
D:\FBI CELEBS\Celeb-FBI Dataset\452_5.9h_55w_female_41a.png,452_5.9h_55w_female_41a.png,175.26,55,17.90593793,41
D:\FBI CELEBS\Celeb-FBI Dataset\453_5.11h_76w_male_28a.png,453_5.11h_76w_male_28a.png,155.19,76,31.55630362,28
D:\FBI CELEBS\Celeb-FBI Dataset\454_5.10h_83w_male_62a.png,454_5.10h_83w_male_62a.png,154.94,83,34.57410838,62
D:\FBI CELEBS\Celeb-FBI Dataset\455_5.7h_67w_male_37a.png,455_5.7h_67w_male_37a.png,170.18,67,23.13437463,37
D:\FBI CELEBS\Celeb-FBI Dataset\456_5.6h_55w_female_35a.png,456_5.6h_55w_female_35a.png,167.64,55,19.57074621,35
D:\FBI CELEBS\Celeb-FBI Dataset\457_5.7h_60w_female_34a.png,457_5.7h_60w_female_34a.png,170.18,60,20.71735041,34
D:\FBI CELEBS\Celeb-FBI Dataset\459_6.4h_83w_male_33a.png,459_6.4h_83w_male_33a.png,193.04,83,22.27324399,33
D:\FBI CELEBS\Celeb-FBI Dataset\460_5h_48w_female_23a.png,460_5h_48w_female_23a.png,152.4,48,20.666708,23
D:\FBI CELEBS\Celeb-FBI Dataset\461_5.3h_58w_female_31a.png,461_5.3h_58w_female_31a.png,160.02,58,22.650587,31
D:\FBI CELEBS\Celeb-FBI Dataset\462_5.5h_52w_female_18a.png,462_5.5h_52w_female_18a.png,165.1,52,19.07696123,18
D:\FBI CELEBS\Celeb-FBI Dataset\464_6.2h_92w_male_62a.png,464_6.2h_92w_male_62a.png,187.96,92,26.04095785,62
D:\FBI CELEBS\Celeb-FBI Dataset\465_5.5h_55w_female_23a.png,465_5.5h_55w_female_23a.png,165.1,55,20.17755515,23
D:\FBI CELEBS\Celeb-FBI Dataset\466_5.2h_49w_female_23a.png,466_5.2h_49w_female_23a.png,157.48,49,19.75810403,23
D:\FBI CELEBS\Celeb-FBI Dataset\467_5.11h_64w_male_24a.png,467_5.11h_64w_male_24a.png,155.19,64,26.57372937,24
D:\FBI CELEBS\Celeb-FBI Dataset\468_6.1h_85w_male_37a.png,468_6.1h_85w_male_37a.png,185.42,85,24.72326206,37
D:\FBI CELEBS\Celeb-FBI Dataset\470_6.1 0h_115w_male_30a.png,470_6.1 0h_115w_male_30a.png,0,115,,30
D:\FBI CELEBS\Celeb-FBI Dataset\471_5.5h_55w_female_59a.png,471_5.5h_55w_female_59a.png,165.1,55,20.17755515,59
D:\FBI CELEBS\Celeb-FBI Dataset\472_5.3h_54w_female_43a.png,472_5.3h_54w_female_43a.png,160.02,54,21.08847755,43
D:\FBI CELEBS\Celeb-FBI Dataset\473_6h_89w_male_62a.png,473_6h_89w_male_62a.png,182.88,89,26.61077853,62
D:\FBI CELEBS\Celeb-FBI Dataset\474_6.4h_88w_male_33a.png,474_6.4h_88w_male_33a.png,193.04,88,23.61500568,33
D:\FBI CELEBS\Celeb-FBI Dataset\475_6h_70w_female_34a.png,475_6h_70w_female_34a.png,182.88,70,20.92982581,34
D:\FBI CELEBS\Celeb-FBI Dataset\476_6.7h_104w_male_33a.png,476_6.7h_104w_male_33a.png,200.66,104,25.8292457,33
D:\FBI CELEBS\Celeb-FBI Dataset\477_5.5h_55w_female_22a.png,477_5.5h_55w_female_22a.png,165.1,55,20.17755515,22
D:\FBI CELEBS\Celeb-FBI Dataset\478_6.1h_76w_male_34a.png,478_6.1h_76w_male_34a.png,185.42,76,22.1055049,34
D:\FBI CELEBS\Celeb-FBI Dataset\479_5.3h_48w_female_23a.png,479_5.3h_48w_female_23a.png,160.02,48,18.74531338,23
D:\FBI CELEBS\Celeb-FBI Dataset\480_5.6h_55w_female_32a.png,480_5.6h_55w_female_32a.png,167.64,55,19.57074621,32
D:\FBI CELEBS\Celeb-FBI Dataset\481_5.10h_59w_female_28a.png,481_5.10h_59w_female_28a.png,154.94,59,24.57677584,28
D:\FBI CELEBS\Celeb-FBI Dataset\482_6.1h_73w_male_34a.png,482_6.1h_73w_male_34a.png,185.42,73,21.23291918,34
D:\FBI CELEBS\Celeb-FBI Dataset\483_5.4h_51w_female_27a.png,483_5.4h_51w_female_27a.png,162.56,51,19.299355,27
D:\FBI CELEBS\Celeb-FBI Dataset\484_5.7h_57w_female_28a.png,484_5.7h_57w_female_28a.png,170.18,57,19.68148289,28
D:\FBI CELEBS\Celeb-FBI Dataset\485_5.9h_63w_female_26a.png,485_5.9h_63w_female_26a.png,175.26,63,20.510438,26
D:\FBI CELEBS\Celeb-FBI Dataset\486_5.10h_57w_female_36a.png,486_5.10h_57w_female_36a.png,154.94,57,23.74366479,36
D:\FBI CELEBS\Celeb-FBI Dataset\487_6.1h_86w_male_37a.png,487_6.1h_86w_male_37a.png,185.42,86,25.01412396,37
D:\FBI CELEBS\Celeb-FBI Dataset\488_6.6h_98w_male_39a.png,488_6.6h_98w_male_39a.png,198.12,98,24.96717682,39
D:\FBI CELEBS\Celeb-FBI Dataset\489_6.4h_90w_male_35a.png,489_6.4h_90w_male_35a.png,193.04,90,24.15171035,35
D:\FBI CELEBS\Celeb-FBI Dataset\490_5.11h_70w_male_35a.png,490_5.11h_70w_male_35a.png,155.19,70,29.06501649,35
D:\FBI CELEBS\Celeb-FBI Dataset\491_6.7h_104w_male_32a.png,491_6.7h_104w_male_32a.png,200.66,104,25.8292457,32
D:\FBI CELEBS\Celeb-FBI Dataset\492_5.10h_63w_female_36a.png,492_5.10h_63w_female_36a.png,154.94,63,26.24299793,36
D:\FBI CELEBS\Celeb-FBI Dataset\493_5.9h_57w_female_42a.png,493_5.9h_57w_female_42a.png,175.26,57,18.55706295,42
D:\FBI CELEBS\Celeb-FBI Dataset\494_5.7h_56w_female_21a.png,494_5.7h_56w_female_21a.png,170.18,56,19.33619372,21
D:\FBI CELEBS\Celeb-FBI Dataset\495_5.9h_63w_female_20a.png,495_5.9h_63w_female_20a.png,175.26,63,20.510438,20
D:\FBI CELEBS\Celeb-FBI Dataset\496_5.4h_53w_female_23a.png,496_5.4h_53w_female_23a.png,162.56,53,20.05619246,23
D:\FBI CELEBS\Celeb-FBI Dataset\497_6h_70w_male_23a.png,497_6h_70w_male_23a.png,182.88,70,20.92982581,23
D:\FBI CELEBS\Celeb-FBI Dataset\498_5.9h_55w_female_2023a.png,498_5.9h_55w_female_2023a.png,175.26,55,17.90593793,2023
D:\FBI CELEBS\Celeb-FBI Dataset\499_5.10h_79w_male_41a.png,499_5.10h_79w_male_41a.png,154.94,79,32.90788629,41
D:\FBI CELEBS\Celeb-FBI Dataset\500_5.7h_66w_male_45a.png,500_5.7h_66w_male_45a.png,170.18,66,22.78908545,45
D:\FBI CELEBS\Celeb-FBI Dataset\501_5.7h_55w_female_34a.png,501_5.7h_55w_female_34a.png,170.18,55,18.99090454,34
D:\FBI CELEBS\Celeb-FBI Dataset\502_6.7h_98w_male_33a.png,502_6.7h_98w_male_33a.png,200.66,98,24.33909691,33
D:\FBI CELEBS\Celeb-FBI Dataset\503_5.11h_56w_female_32a.png,503_5.11h_56w_female_32a.png,155.19,56,23.2520132,32
D:\FBI CELEBS\Celeb-FBI Dataset\504_5.11h_77w_male_37a.png,504_5.11h_77w_male_37a.png,155.19,77,31.97151814,37
D:\FBI CELEBS\Celeb-FBI Dataset\505_5.9h_54w_female_31a.png,505_5.9h_54w_female_31a.png,175.26,54,17.58037543,31
D:\FBI CELEBS\Celeb-FBI Dataset\506_5.3h_55w_female_43a.png,506_5.3h_55w_female_43a.png,160.02,55,21.47900491,43
D:\FBI CELEBS\Celeb-FBI Dataset\507_6.9h_109w_male_35a.png,507_6.9h_109w_male_35a.png,205.74,109,25.75069927,35
D:\FBI CELEBS\Celeb-FBI Dataset\508_7.1h_120w_male_38a.png,508_7.1h_120w_male_38a.png,215.9,120,25.74399612,38
D:\FBI CELEBS\Celeb-FBI Dataset\511_6.7h_100w_male_34a.png,511_6.7h_100w_male_34a.png,200.66,100,24.83581317,34
D:\FBI CELEBS\Celeb-FBI Dataset\512_6h_79w_male_39a.png,512_6h_79w_male_39a.png,182.88,79,23.62080341,39
D:\FBI CELEBS\Celeb-FBI Dataset\513_6.2h_91w_male_38a.png,513_6.2h_91w_male_38a.png,187.96,91,25.75790396,38
D:\FBI CELEBS\Celeb-FBI Dataset\514_5.7h_68w_male_39a.png,514_5.7h_68w_male_39a.png,170.18,68,23.4796638,39
